"PC1","PC2","Race"
-126.701074133364,43.7405257172113,"Durango"
-71.9595165568353,58.1205815231633,"Durango"
81.5375779001877,131.203782822145,"Durango"
-21.2968177613244,98.3830381425887,"Durango"
-36.3845713112382,99.3676529643021,"Durango"
-18.6185827837998,97.1429727235543,"Durango"
-106.358823628269,96.1265631928776,"Durango"
-72.7790110988896,75.4091012279026,"Durango"
22.2028912093536,75.2903638003385,"Durango"
-106.857666028455,128.501211777473,"Durango"
-78.4513514118617,102.568771073899,"Durango"
-106.911134282611,52.7208118526842,"Durango"
-130.856111079278,47.2806120929713,"Durango"
-77.3003759957951,88.8928883520846,"Durango"
-35.3443405930975,47.3919722544269,"Durango"
-105.561098012694,84.4958871049859,"Durango"
-110.884244683193,60.5251353771224,"Durango"
-24.9077836683858,147.244047574079,"Durango"
-22.5518282538264,51.9150679127662,"Durango"
80.2087673701839,130.347752388121,"Durango"
-31.6371903957056,149.208577151378,"Durango"
43.615221180908,141.290144416077,"Durango"
-2.8231480770861,140.744330744011,"Durango"
-52.3582341608472,148.050274976,"Durango"
59.4427103794324,-43.8108759397911,"Durango"
7.0327892341883,75.2205981740897,"Durango"
-78.266775952535,110.010200816625,"Durango"
31.0523087685895,72.87809986203,"Durango"
11.271459387334,126.443646031549,"Durango"
112.052165851591,-105.79656306245,"Durango"
78.7957890243034,80.9296367273069,"Durango"
-42.7787879819509,56.8613485201076,"Durango"
23.9554230530146,61.7383498258612,"Durango"
-91.4795489703608,80.9756585789071,"Durango"
132.803328470673,103.391934023051,"Durango"
-97.7943434058369,39.7965501749513,"Durango"
44.442695190101,93.9964388160987,"Durango"
113.99079907353,113.605195521701,"Durango"
-58.3464623335467,60.2234209706065,"Durango"
64.003012790483,118.152984108864,"Durango"
-16.999395520836,75.3908438901298,"Durango"
-87.3283572579311,55.3483591759092,"Durango"
-76.6634722233879,66.5501148113471,"Durango"
-81.6185043686423,77.4078638137466,"Durango"
66.8469781423812,87.3665372646618,"Durango"
-105.728858114556,72.2063759166172,"Durango"
-141.830302498474,32.709138508152,"Durango"
-77.0206864221522,86.5954965246602,"Durango"
5.03870019430056,-62.2055204042564,"Durango"
69.3929727242222,83.2869418556834,"Durango"
23.300280612972,110.570882715277,"Durango"
35.9259271900367,114.354304342706,"Durango"
-4.13583567085764,-88.0538244141502,"Durango"
-84.1228414726259,60.9884196554365,"Durango"
-81.3879362432234,47.0211938281325,"Durango"
-41.4655826086064,40.0650781258967,"Durango"
-71.2156531287614,34.7048972864114,"Durango"
-141.903530081527,102.313085853337,"Durango"
-59.9570097786619,69.4553931066479,"Durango"
-159.498816032878,64.3356003717687,"Durango"
-7.21568285112868,98.9555294499649,"Durango"
-19.7460185249468,-77.7854301851206,"Durango"
221.561449678573,-49.9178501726133,"Durango"
-77.3543471278273,-88.840948119326,"Durango"
200.777820446235,-31.6513686379396,"Durango"
254.177699648054,13.7460209232457,"Durango"
-68.0407826404644,122.360441793692,"Durango"
-40.0820763853689,68.9055627523597,"Durango"
49.1758491754833,-106.922249897245,"Durango"
-40.4162959268988,76.9807290961895,"Durango"
-86.3116794016274,75.6804110791655,"Durango"
-46.5801199007407,-92.6729624979438,"Durango"
52.982351286375,-137.857073437149,"Durango"
218.135465198309,-65.1648087253569,"Durango"
-74.6815774807168,-134.171310764915,"Durango"
199.448097043714,-62.2712090644668,"Durango"
3.27161169238951,-81.5588962140957,"Durango"
-85.4189600702065,-71.0781757293481,"Durango"
-47.4737819474032,-83.7509692728525,"Durango"
100.613615567678,-6.35211386777733,"Durango"
148.465970941015,-74.1184092700731,"Durango"
190.063293957086,-84.8374299378641,"Durango"
197.976337117931,-9.47256310690682,"Durango"
228.807629960705,-59.3467844394883,"Durango"
-47.3787677709082,-137.606601877326,"Durango"
-3.98779459673396,-89.7064754471243,"Durango"
268.495557640717,-38.9692077396184,"Durango"
-58.2117707570183,-115.494465373428,"Durango"
-122.28120795935,-123.777161913642,"Durango"
-118.421326273774,-130.519634619718,"Durango"
-97.9097193655003,-122.305111816271,"Durango"
77.4344774187586,-12.1066992564853,"Durango"
-37.2971849062726,-92.8438749790081,"Durango"
149.500027812385,-60.3980725229867,"Durango"
158.063237666735,-63.1912805800582,"Durango"
-84.4053061210297,-116.598423469754,"Durango"
113.568473511269,2.06999154306497,"Durango"
-108.849357204431,-115.812499305315,"Durango"
-106.756704909867,110.675060489309,"Durango"
-68.8606591904909,-88.656334566144,"Durango"
-88.1368060671875,-86.7086120739082,"Durango"
39.7735001792563,110.174344868682,"Durango"
10.1460089502132,-74.2908980687901,"Durango"
-69.792279142328,-25.0177467739436,"Durango"
-79.4112000725311,61.7154838004358,"Durango"
-37.9614922000204,-16.2010550676564,"Durango"
21.5042382006105,-22.1073367698011,"Durango"
-82.2403201429529,-144.907267427051,"Durango"
-114.201526883754,-92.8152437923294,"Durango"
-84.3996507301508,-123.686996134464,"Durango"
-92.3800853587811,-145.113681433654,"Durango"
-40.0720723738551,-122.068765525383,"Durango"
-40.9404503377432,104.688617750891,"Durango"
-59.9372707305789,-110.849505227043,"Durango"
51.9624645011119,117.840584688179,"Durango"
-106.880384326232,-149.03505418357,"Durango"
111.209404881095,94.8170451628713,"Durango"
-73.5073762089256,-139.101761416245,"Durango"
225.019697860933,-37.8307212654291,"Durango"
79.2783223455289,-124.666740069546,"Durango"
-12.9914492392898,-57.9359970379294,"Durango"
115.312302193504,9.00625173603256,"Durango"
-122.921017993829,-111.026830428508,"Durango"
-100.33460984366,-127.932585628556,"Durango"
66.3100489430899,146.176959235955,"Durango"
-69.3664326863544,-123.738821455891,"Durango"
167.971535272309,21.6404236472996,"Durango"
111.123116009607,27.3490339996289,"Durango"
-57.4786775946197,-101.756261766392,"Durango"
-78.9340658281982,-118.319721950777,"Durango"
-123.016028145592,103.697053434154,"Durango"
-49.1166329460741,-85.4202971125525,"Durango"
-47.1413990318306,-151.624062493825,"Durango"
101.41347028129,-4.56364880502184,"Durango"
83.7165001861936,-101.713060955107,"Durango"
165.322754224193,-0.85034836686477,"Durango"
65.6350562088532,-102.005910841188,"Durango"
-70.8099756423172,-113.745831415063,"Durango"
247.074891765833,-65.6045095222867,"Durango"
-71.1575571295684,-116.075379878345,"Durango"
-51.1630918890518,-50.4217998026705,"Durango"
158.547028995951,-44.9008841013252,"Durango"
-72.1206260648824,-124.516720018562,"Durango"
50.9562601939194,-53.7825153466876,"Durango"
95.4614481067073,-127.061803377176,"Durango"
115.187116825071,-20.1216954014641,"Durango"
-85.871502733699,-139.904473308248,"Durango"
-102.781758365392,71.8227126229263,"Durango"
-46.8446320691816,-105.859117030384,"Durango"
118.349114952702,-90.2928960564317,"Durango"
-105.029448987448,-128.60237839348,"Durango"
130.918777951434,-63.4656709814574,"Durango"
95.8131277037739,133.817199357715,"Durango"
111.475248453226,115.695549720371,"Durango"
106.201682719153,81.5663797968546,"Durango"
39.5926646459344,131.02974402348,"Durango"
15.7474168039026,-27.3463296508091,"Mesoamerican"
66.7067650024746,25.0666919818403,"Mesoamerican"
-0.988319945400204,-100.816152229192,"Mesoamerican"
41.4315509135171,-52.980762862097,"Mesoamerican"
-80.7571374942012,-79.0770633905151,"Mesoamerican"
140.921022703986,-20.2321750933575,"Mesoamerican"
162.944217395991,54.5729127307838,"Mesoamerican"
28.9104873823917,-46.0062307759414,"Mesoamerican"
75.904290833976,-44.7281184084995,"Mesoamerican"
61.7459294831782,-53.8613325022882,"Mesoamerican"
92.4144716952293,-102.491225268513,"Mesoamerican"
124.800864234004,-47.6091649592988,"Mesoamerican"
34.8420426961659,-88.9706650060482,"Mesoamerican"
-49.9120691353299,-157.57895343802,"Mesoamerican"
37.1196933390394,-111.969795396209,"Mesoamerican"
116.264098808821,-76.6640865633489,"Mesoamerican"
86.9689068811201,-68.7966802736668,"Mesoamerican"
52.5966892348997,-107.042642881537,"Mesoamerican"
11.6721162415927,-124.374003081889,"Mesoamerican"
67.9452237318153,40.4774715244302,"Mesoamerican"
82.9619100399623,-8.86924090387324,"Mesoamerican"
113.128237797618,-108.409600474526,"Mesoamerican"
117.941469638258,-92.6095069792776,"Mesoamerican"
77.6029356256978,-130.503710882028,"Mesoamerican"
97.3700521901312,-94.9217533958716,"Mesoamerican"
180.850010688876,57.0733528567148,"Mesoamerican"
84.9678223706264,-56.5671671307238,"Mesoamerican"
97.0099015093553,2.31942309586674,"Mesoamerican"
82.543395834878,101.547669093838,"Mesoamerican"
120.681593454051,23.8902921412551,"Mesoamerican"
87.2246646825714,4.85568471942693,"Mesoamerican"
122.462276929415,64.9853249699633,"Mesoamerican"
39.1915165852662,-31.589960866979,"Mesoamerican"
107.942368465848,-75.5519537308799,"Mesoamerican"
142.57373439968,45.0751145862554,"Mesoamerican"
109.502642477684,56.8038151120717,"Mesoamerican"
104.386765008242,72.0338608850463,"Mesoamerican"
-19.7551427050535,75.4783891811565,"Mesoamerican"
94.8243931905009,-35.2797699920074,"Mesoamerican"
42.2764992844659,-13.4372419447428,"Mesoamerican"
121.340795251701,57.7156603400146,"Mesoamerican"
5.44694032288209,-103.635544100494,"Mesoamerican"
111.16998876679,-122.610446964686,"Mesoamerican"
-23.6836032316731,-73.3757439282399,"Mesoamerican"
123.58453993424,94.017113832326,"Mesoamerican"
-80.9951812420639,-124.748428719038,"Mesoamerican"
36.895775359929,-32.9146622597212,"Mesoamerican"
106.775715051736,74.65181909142,"Mesoamerican"
57.4484486546397,74.3643072881225,"Mesoamerican"
96.1720898643282,23.759287580014,"Mesoamerican"
44.691099681417,-55.5863334236275,"Mesoamerican"
-165.062220353584,-51.6234345070584,"Mesoamerican"
4.77752003490039,268.101656442131,"Mesoamerican"
188.145059796184,49.9613753524902,"Mesoamerican"
112.257118826446,30.2419303405057,"Mesoamerican"
-148.157751717573,-2.59823608904249,"Mesoamerican"
-20.5308458547032,246.753151193265,"Mesoamerican"
-105.970121824357,86.8992171658654,"Mesoamerican"
-112.867721624194,78.3743087335009,"Mesoamerican"
75.3370274977929,-74.9067159491248,"Mesoamerican"
52.5797900075742,-85.3082244484457,"Mesoamerican"
-197.903002456872,-14.30485578403,"Mesoamerican"
-36.9538131229999,189.149626593437,"Mesoamerican"
-193.576533196581,-24.7983475022542,"Mesoamerican"
-147.804484682647,-8.58146674856138,"Mesoamerican"
-44.2901718893347,97.6876746972268,"Mesoamerican"
-151.102940487624,-21.3663492815023,"Mesoamerican"
-106.06155180797,113.743981527833,"Mesoamerican"
-141.59626848969,-34.7739784690471,"Mesoamerican"
-24.9870721699142,221.759037040266,"Mesoamerican"
-55.2659203675421,80.9448727597051,"Mesoamerican"
-138.914295184663,45.173605522461,"Mesoamerican"
-172.63869138915,-31.1979399648211,"Mesoamerican"
42.5356914452204,100.83671174203,"Mesoamerican"
-121.194669244593,-60.2323421542159,"Mesoamerican"
-231.725058831895,-104.304924778887,"Mesoamerican"
53.581778870811,-52.5923454479349,"Mesoamerican"
-55.2168291865847,127.112912429418,"Mesoamerican"
-168.991054543324,-70.6317512478288,"Mesoamerican"
-56.1124800229769,-39.8945560589098,"Mesoamerican"
-126.634675116797,-36.5495259744881,"Mesoamerican"
-100.872234738628,49.4706043258548,"Mesoamerican"
-114.878615903703,-93.1591092125605,"Mesoamerican"
-24.3176023065615,172.523402970475,"Mesoamerican"
-55.9819821078462,156.473898395095,"Mesoamerican"
-143.999516221966,-35.1023939078099,"Mesoamerican"
-122.055220723641,73.4611032570351,"Mesoamerican"
-84.4129738734937,87.8430029119404,"Mesoamerican"
81.9945412556182,-12.7239848172978,"Mesoamerican"
116.007992571262,44.8914497194525,"Mesoamerican"
110.601891886302,-33.6553150238566,"Mesoamerican"
70.6977675519056,-13.9730666021456,"Mesoamerican"
-44.836842325463,-11.1771192520115,"Mesoamerican"
-48.9341527641481,105.120382703291,"Mesoamerican"
-33.2195626815836,85.885613916842,"Mesoamerican"
-59.1823159937597,80.0684609401021,"Mesoamerican"
-200.755735305297,-49.8532384219611,"Mesoamerican"
-51.0363295715243,-31.6399940982743,"Mesoamerican"
-84.8974125849394,56.7088379071757,"Mesoamerican"
-176.647288437363,-52.956430575937,"Mesoamerican"
-184.713093291006,-27.3693854946248,"Mesoamerican"
-33.8385039769852,47.0511512473243,"Mesoamerican"
-110.995027684503,-82.1831562172138,"Mesoamerican"
-81.1955123752118,-16.3115253374747,"Mesoamerican"
-60.2707949457965,-3.62969781345035,"Nueva Granada"
6.21093573704438,38.5872895720564,"Nueva Granada"
41.7316407417265,146.900285099577,"Nueva Granada"
36.6062020766964,-42.6910132393289,"Nueva Granada"
86.7945415890622,61.1700061636481,"Nueva Granada"
63.5177041561293,58.8513349295594,"Nueva Granada"
34.1148413001329,-44.0200575340531,"Nueva Granada"
68.8265510427646,-50.2878653643736,"Nueva Granada"
38.1188234573469,7.14674538469323,"Nueva Granada"
-136.679411274949,-38.7787807164179,"Nueva Granada"
74.8831369912473,24.056594572923,"Nueva Granada"
-20.4726025089322,-61.2635858829693,"Nueva Granada"
-157.051692631092,-5.3070238695036,"Nueva Granada"
-112.541545745637,156.645742067888,"Nueva Granada"
-32.7821577198303,127.022924295336,"Nueva Granada"
47.1077231612618,-1.31509617813915,"Nueva Granada"
26.6946274596508,13.9878991693545,"Nueva Granada"
-160.112435548317,-25.5478046231124,"Nueva Granada"
17.8457473992333,-21.5397660055825,"Nueva Granada"
-3.53888789177591,-75.0870203546391,"Nueva Granada"
-14.1074080892359,-54.8927317016128,"Nueva Granada"
-68.3708979776159,1.53131711368139,"Nueva Granada"
-7.78455349644271,-55.8325888776249,"Nueva Granada"
-59.6483461770552,87.5018999869247,"Nueva Granada"
-79.1961375194905,-24.3846778734438,"Nueva Granada"
-49.5762660420353,125.261280238968,"Nueva Granada"
-7.94085064757799,-66.0149977067159,"Nueva Granada"
-131.193436312565,-29.7316082865935,"Nueva Granada"
31.3637255219343,-59.0581227176873,"Nueva Granada"
54.963032906028,-39.579153436175,"Nueva Granada"
28.1573203097541,-44.2027013511763,"Nueva Granada"
58.841766765242,-50.1718385804984,"Nueva Granada"
39.1951979508812,79.2243031816042,"Nueva Granada"
3.37706469888752,38.2515488375984,"Nueva Granada"
63.3396840858585,49.8525210283262,"Nueva Granada"
53.346346133846,-50.5696947950659,"Nueva Granada"
-2.71855968639666,-88.5253410808442,"Nueva Granada"
40.4260779912908,-50.2093816869591,"Nueva Granada"
43.0373141037548,79.1744671848902,"Nueva Granada"
-14.3299943108393,-12.4997416599896,"Nueva Granada"
32.2462919440272,-16.9951008389002,"Nueva Granada"
73.4616463386104,-12.4589559247246,"Nueva Granada"
78.6191664747206,25.5771676641702,"Nueva Granada"
-112.215454915712,-47.6104222696242,"Nueva Granada"
-121.943963808013,-59.6470128776798,"Nueva Granada"
68.4681505110979,23.0821176791435,"Nueva Granada"
52.7845939969178,-41.7832660620343,"Nueva Granada"
91.9238474644327,81.5250403349922,"Nueva Granada"
-17.3060076415058,144.075843038048,"Nueva Granada"
40.8961628415585,54.0278567566579,"Nueva Granada"
-46.4909960007725,-24.3228888105854,"Nueva Granada"
41.3215526213206,90.2081160711988,"Nueva Granada"
-13.3010671524182,-63.8989623410947,"Nueva Granada"
53.5458727125314,25.5758327206114,"Nueva Granada"
49.0445785197236,-48.4619562948072,"Nueva Granada"
-25.1088440514137,-77.8239590564818,"Nueva Granada"
42.1712617185491,-47.4165045364899,"Nueva Granada"
55.7356214490706,-33.1237851791642,"Nueva Granada"
24.3332139524332,-57.7022743127872,"Nueva Granada"
-148.493170264476,-46.6001560358641,"Nueva Granada"
61.4160857049919,-52.6815033531291,"Nueva Granada"
-27.98015585575,-72.8336310750255,"Nueva Granada"
55.1320668978955,11.8123192905799,"Nueva Granada"
-148.444480512016,147.450217921915,"Nueva Granada"
